H.wfn 1.0 1 Final result: 0.4999447922
H.wfn 0.9 1 Final result: 0.5086372116
H.wfn 0.8 1 Final result: 0.5094390503
H.wfn 0.7 1 Final result: 0.5027361309
H.wfn 0.6 1 Final result: 0.4891993755
H.wfn 0.5 1 Final result: 0.4697157103
H.wfn 0.4 1 Final result: 0.4453149551
H.wfn 0.3 1 Final result: 0.4170987455
H.wfn 0.2 1 Final result: 0.3861762272
H.wfn 0.1 1 Final result: 0.3536098016
H.wfn 0.0 1 Final result: 0.3203727638
H.wfn 0.0 0 Final result: 0.5000000122
H.wfn -0.1 0 Final result: 0.8316345421
H.wfn -0.2 0 Final result: 1.2941035434
H.wfn -0.3 0 Final result: 1.8813774805
H.wfn -0.4 0 Final result: 2.5733300340
H.wfn -0.5 0 Final result: 3.3381467361
H.wfn -0.6 0 Final result: 4.1361212169
H.wfn -0.7 0 Final result: 4.9241053270
H.wfn -0.8 0 Final result: 5.6599164533
H.wfn -0.9 0 Final result: 6.3061442373
H.wfn -1.0 0 Final result: 6.8329902259
H.wfn -1.1 0 Final result: 7.2199738627
H.wfn -1.2 0 Final result: 7.4565142003
H.wfn -1.3 0 Final result: 7.5415294965
H.wfn -1.4 0 Final result: 7.4822793670
H.wfn -1.5 0 Final result: 7.2927087374
