Basis;System;Distance;Alpha;P;Value
aug-cc-pVQZ;H;6.6;-0.3;0;0.000000000008
aug-cc-pVQZ;H;6.6;-0.4;0;0.000000000017
aug-cc-pVQZ;H;6.6;-0.5;0;0.000000000031
aug-cc-pVQZ;H;6.6;-0.6;0;0.000000000048
aug-cc-pVQZ;H;6.6;-0.7;0;0.000000000067
aug-cc-pVQZ;H;6.6;-0.8;0;0.000000000086
aug-cc-pVQZ;H;6.6;-0.9;0;0.000000000102
aug-cc-pVQZ;H;6.6;-1.0;0;0.000000000113
aug-cc-pVQZ;H;6.6;-1.1;0;0.000000000119
aug-cc-pVQZ;H;6.6;-1.2;0;0.000000000120
aug-cc-pVQZ;H;6.6;-1.3;0;0.000000000115
aug-cc-pVQZ;H;6.6;-1.4;0;0.000000000105
aug-cc-pVQZ;H;6.6;-1.5;0;0.000000000094
aug-cc-pVQZ;H;6.7;1.0;1;0.000000000001
aug-cc-pVQZ;H;6.7;0.9;1;0.000000000000
aug-cc-pVQZ;H;6.7;0.8;1;0.000000000000
aug-cc-pVQZ;H;6.7;0.7;1;0.000000000000
aug-cc-pVQZ;H;6.7;0.6;1;0.000000000000
aug-cc-pVQZ;H;6.7;0.5;1;0.000000000000
aug-cc-pVQZ;H;6.7;0.4;1;0.000000000000
aug-cc-pVQZ;H;6.7;0.3;1;0.000000000000
aug-cc-pVQZ;H;6.7;0.2;1;0.000000000000
aug-cc-pVQZ;H;6.7;0.1;1;0.000000000000
aug-cc-pVQZ;H;6.7;0.0;1;0.000000000000
aug-cc-pVQZ;H;6.7;0.0;0;0.000000000000
aug-cc-pVQZ;H;6.7;-0.1;0;0.000000000000
aug-cc-pVQZ;H;6.7;-0.2;0;0.000000000002
aug-cc-pVQZ;H;6.7;-0.3;0;0.000000000006
aug-cc-pVQZ;H;6.7;-0.4;0;0.000000000013
aug-cc-pVQZ;H;6.7;-0.5;0;0.000000000023
aug-cc-pVQZ;H;6.7;-0.6;0;0.000000000036
aug-cc-pVQZ;H;6.7;-0.7;0;0.000000000049
aug-cc-pVQZ;H;6.7;-0.8;0;0.000000000063
aug-cc-pVQZ;H;6.7;-0.9;0;0.000000000074
aug-cc-pVQZ;H;6.7;-1.0;0;0.000000000081
aug-cc-pVQZ;H;6.7;-1.1;0;0.000000000085
aug-cc-pVQZ;H;6.7;-1.2;0;0.000000000085
aug-cc-pVQZ;H;6.7;-1.3;0;0.000000000080
aug-cc-pVQZ;H;6.7;-1.4;0;0.000000000074
aug-cc-pVQZ;H;6.7;-1.5;0;0.000000000065
aug-cc-pVQZ;H;6.8;1.0;1;0.000000000000
aug-cc-pVQZ;H;6.8;0.9;1;0.000000000000
aug-cc-pVQZ;H;6.8;0.8;1;0.000000000000
aug-cc-pVQZ;H;6.8;0.7;1;0.000000000000
aug-cc-pVQZ;H;6.8;0.6;1;0.000000000000
aug-cc-pVQZ;H;6.8;0.5;1;0.000000000000
aug-cc-pVQZ;H;6.8;0.4;1;0.000000000000
aug-cc-pVQZ;H;6.8;0.3;1;0.000000000000
aug-cc-pVQZ;H;6.8;0.2;1;0.000000000000
aug-cc-pVQZ;H;6.8;0.1;1;0.000000000000
aug-cc-pVQZ;H;6.8;0.0;1;0.000000000000
aug-cc-pVQZ;H;6.8;0.0;0;0.000000000000
aug-cc-pVQZ;H;6.8;-0.1;0;0.000000000000
aug-cc-pVQZ;H;6.8;-0.2;0;0.000000000002
aug-cc-pVQZ;H;6.8;-0.3;0;0.000000000005
aug-cc-pVQZ;H;6.8;-0.4;0;0.000000000010
aug-cc-pVQZ;H;6.8;-0.5;0;0.000000000017
aug-cc-pVQZ;H;6.8;-0.6;0;0.000000000027
aug-cc-pVQZ;H;6.8;-0.7;0;0.000000000036
aug-cc-pVQZ;H;6.8;-0.8;0;0.000000000046
aug-cc-pVQZ;H;6.8;-0.9;0;0.000000000053
aug-cc-pVQZ;H;6.8;-1.0;0;0.000000000058
aug-cc-pVQZ;H;6.8;-1.1;0;0.000000000060
aug-cc-pVQZ;H;6.8;-1.2;0;0.000000000059
aug-cc-pVQZ;H;6.8;-1.3;0;0.000000000056
aug-cc-pVQZ;H;6.8;-1.4;0;0.000000000051
aug-cc-pVQZ;H;6.8;-1.5;0;0.000000000044
aug-cc-pVQZ;H;6.9;1.0;1;0.000000000000
aug-cc-pVQZ;H;6.9;0.9;1;0.000000000000
aug-cc-pVQZ;H;6.9;0.8;1;0.000000000000
aug-cc-pVQZ;H;6.9;0.7;1;0.000000000000
aug-cc-pVQZ;H;6.9;0.6;1;0.000000000000
aug-cc-pVQZ;H;6.9;0.5;1;0.000000000000
aug-cc-pVQZ;H;6.9;0.4;1;0.000000000000
aug-cc-pVQZ;H;6.9;0.3;1;0.000000000000
aug-cc-pVQZ;H;6.9;0.2;1;0.000000000000
aug-cc-pVQZ;H;6.9;0.1;1;0.000000000000
aug-cc-pVQZ;H;6.9;0.0;1;0.000000000000
aug-cc-pVQZ;H;6.9;0.0;0;0.000000000000
aug-cc-pVQZ;H;6.9;-0.1;0;0.000000000000
aug-cc-pVQZ;H;6.9;-0.2;0;0.000000000001
aug-cc-pVQZ;H;6.9;-0.3;0;0.000000000004
aug-cc-pVQZ;H;6.9;-0.4;0;0.000000000008
aug-cc-pVQZ;H;6.9;-0.5;0;0.000000000013
aug-cc-pVQZ;H;6.9;-0.6;0;0.000000000020
aug-cc-pVQZ;H;6.9;-0.7;0;0.000000000027
aug-cc-pVQZ;H;6.9;-0.8;0;0.000000000033
aug-cc-pVQZ;H;6.9;-0.9;0;0.000000000038
aug-cc-pVQZ;H;6.9;-1.0;0;0.000000000041
aug-cc-pVQZ;H;6.9;-1.1;0;0.000000000042
aug-cc-pVQZ;H;6.9;-1.2;0;0.000000000041
aug-cc-pVQZ;H;6.9;-1.3;0;0.000000000038
aug-cc-pVQZ;H;6.9;-1.4;0;0.000000000034
aug-cc-pVQZ;H;6.9;-1.5;0;0.000000000030
aug-cc-pVQZ;H;7.0;1.0;1;0.000000000000
aug-cc-pVQZ;H;7.0;0.9;1;0.000000000000
aug-cc-pVQZ;H;7.0;0.8;1;0.000000000000
aug-cc-pVQZ;H;7.0;0.7;1;0.000000000000
aug-cc-pVQZ;H;7.0;0.6;1;0.000000000000
aug-cc-pVQZ;H;7.0;0.5;1;0.000000000000
aug-cc-pVQZ;H;7.0;0.4;1;0.000000000000
aug-cc-pVQZ;H;7.0;0.3;1;0.000000000000
aug-cc-pVQZ;H;7.0;0.2;1;0.000000000000
aug-cc-pVQZ;H;7.0;0.1;1;0.000000000000
aug-cc-pVQZ;H;7.0;0.0;1;0.000000000000
aug-cc-pVQZ;H;7.0;0.0;0;0.000000000000
aug-cc-pVQZ;H;7.0;-0.1;0;0.000000000000
aug-cc-pVQZ;H;7.0;-0.2;0;0.000000000001
aug-cc-pVQZ;H;7.0;-0.3;0;0.000000000003
aug-cc-pVQZ;H;7.0;-0.4;0;0.000000000006
aug-cc-pVQZ;H;7.0;-0.5;0;0.000000000010
aug-cc-pVQZ;H;7.0;-0.6;0;0.000000000014
aug-cc-pVQZ;H;7.0;-0.7;0;0.000000000019
aug-cc-pVQZ;H;7.0;-0.8;0;0.000000000024
aug-cc-pVQZ;H;7.0;-0.9;0;0.000000000027
aug-cc-pVQZ;H;7.0;-1.0;0;0.000000000029
aug-cc-pVQZ;H;7.0;-1.1;0;0.000000000029
aug-cc-pVQZ;H;7.0;-1.2;0;0.000000000028
aug-cc-pVQZ;H;7.0;-1.3;0;0.000000000026
aug-cc-pVQZ;H;7.0;-1.4;0;0.000000000023
aug-cc-pVQZ;H;7.0;-1.5;0;0.000000000019
aug-cc-pVTZ;H;0.1;1.0;1;0.000000129880
aug-cc-pVTZ;H;0.1;0.9;1;0.000000113597
aug-cc-pVTZ;H;0.1;0.8;1;0.000000103386
aug-cc-pVTZ;H;0.1;0.7;1;0.000000095956
aug-cc-pVTZ;H;0.1;0.6;1;0.000000089147
aug-cc-pVTZ;H;0.1;0.5;1;0.000000081819
aug-cc-pVTZ;H;0.1;0.4;1;0.000000073610
aug-cc-pVTZ;H;0.1;0.3;1;0.000000064664
aug-cc-pVTZ;H;0.1;0.2;1;0.000000055383
aug-cc-pVTZ;H;0.1;0.1;1;0.000000046242
aug-cc-pVTZ;H;0.1;0.0;1;0.000000037661
aug-cc-pVTZ;H;0.1;0.0;0;0.000000003325
aug-cc-pVTZ;H;0.1;-0.1;0;0.000000031851
aug-cc-pVTZ;H;0.1;-0.2;0;0.000000148162
aug-cc-pVTZ;H;0.1;-0.3;0;0.000000386063
aug-cc-pVTZ;H;0.1;-0.4;0;0.000000759473
aug-cc-pVTZ;H;0.1;-0.5;0;0.000001256012
aug-cc-pVTZ;H;0.1;-0.6;0;0.000001837732
aug-cc-pVTZ;H;0.1;-0.7;0;0.000002448306
aug-cc-pVTZ;H;0.1;-0.8;0;0.000003024150
aug-cc-pVTZ;H;0.1;-0.9;0;0.000003506235
aug-cc-pVTZ;H;0.1;-1.0;0;0.000003849721
aug-cc-pVTZ;H;0.1;-1.1;0;0.000004029627
aug-cc-pVTZ;H;0.1;-1.2;0;0.000004042058
aug-cc-pVTZ;H;0.1;-1.3;0;0.000003901632
aug-cc-pVTZ;H;0.1;-1.4;0;0.000003636399
aug-cc-pVTZ;H;0.1;-1.5;0;0.000003281770
aug-cc-pVTZ;H;0.2;1.0;1;0.000000041261
aug-cc-pVTZ;H;0.2;0.9;1;0.000000038719
aug-cc-pVTZ;H;0.2;0.8;1;0.000000041886
aug-cc-pVTZ;H;0.2;0.7;1;0.000000046925
aug-cc-pVTZ;H;0.2;0.6;1;0.000000051249
aug-cc-pVTZ;H;0.2;0.5;1;0.000000053457
aug-cc-pVTZ;H;0.2;0.4;1;0.000000053093
aug-cc-pVTZ;H;0.2;0.3;1;0.000000050353
aug-cc-pVTZ;H;0.2;0.2;1;0.000000045796
aug-cc-pVTZ;H;0.2;0.1;1;0.000000040112
aug-cc-pVTZ;H;0.2;0.0;1;0.000000033961
aug-cc-pVTZ;H;0.2;0.0;0;0.000000001944
aug-cc-pVTZ;H;0.2;-0.1;0;0.000000029661
aug-cc-pVTZ;H;0.2;-0.2;0;0.000000143658
aug-cc-pVTZ;H;0.2;-0.3;0;0.000000382562
aug-cc-pVTZ;H;0.2;-0.4;0;0.000000765972
aug-cc-pVTZ;H;0.2;-0.5;0;0.000001285966
aug-cc-pVTZ;H;0.2;-0.6;0;0.000001906228
aug-cc-pVTZ;H;0.2;-0.7;0;0.000002568578
aug-cc-pVTZ;H;0.2;-0.8;0;0.000003204481
aug-cc-pVTZ;H;0.2;-0.9;0;0.000003748040
aug-cc-pVTZ;H;0.2;-1.0;0;0.000004147172
aug-cc-pVTZ;H;0.2;-1.1;0;0.000004370714
aug-cc-pVTZ;H;0.2;-1.2;0;0.000004410658
aug-cc-pVTZ;H;0.2;-1.3;0;0.000004280003
aug-cc-pVTZ;H;0.2;-1.4;0;0.000004007549
aug-cc-pVTZ;H;0.2;-1.5;0;0.000003631296
aug-cc-pVTZ;H;0.3;1.0;1;0.000000002454
aug-cc-pVTZ;H;0.3;0.9;1;0.000000008307
aug-cc-pVTZ;H;0.3;0.8;1;0.000000020016
aug-cc-pVTZ;H;0.3;0.7;1;0.000000032870
aug-cc-pVTZ;H;0.3;0.6;1;0.000000043744
aug-cc-pVTZ;H;0.3;0.5;1;0.000000051001
aug-cc-pVTZ;H;0.3;0.4;1;0.000000054195
aug-cc-pVTZ;H;0.3;0.3;1;0.000000053691
aug-cc-pVTZ;H;0.3;0.2;1;0.000000050300
aug-cc-pVTZ;H;0.3;0.1;1;0.000000044990
aug-cc-pVTZ;H;0.3;0.0;1;0.000000038680
aug-cc-pVTZ;H;0.3;0.0;0;0.000000000446
aug-cc-pVTZ;H;0.3;-0.1;0;0.000000016019
aug-cc-pVTZ;H;0.3;-0.2;0;0.000000086250
aug-cc-pVTZ;H;0.3;-0.3;0;0.000000244763
aug-cc-pVTZ;H;0.3;-0.4;0;0.000000514038
aug-cc-pVTZ;H;0.3;-0.5;0;0.000000896333
aug-cc-pVTZ;H;0.3;-0.6;0;0.000001370397
aug-cc-pVTZ;H;0.3;-0.7;0;0.000001894667
aug-cc-pVTZ;H;0.3;-0.8;0;0.000002415511
aug-cc-pVTZ;H;0.3;-0.9;0;0.000002877797
aug-cc-pVTZ;H;0.3;-1.0;0;0.000003234873
aug-cc-pVTZ;H;0.3;-1.1;0;0.000003455698
aug-cc-pVTZ;H;0.3;-1.2;0;0.000003528038
aug-cc-pVTZ;H;0.3;-1.3;0;0.000003457764
aug-cc-pVTZ;H;0.3;-1.4;0;0.000003265204
aug-cc-pVTZ;H;0.3;-1.5;0;0.000002979883
aug-cc-pVTZ;H;0.4;1.0;1;0.000000043791
aug-cc-pVTZ;H;0.4;0.9;1;0.000000048450
aug-cc-pVTZ;H;0.4;0.8;1;0.000000068049
aug-cc-pVTZ;H;0.4;0.7;1;0.000000091926
aug-cc-pVTZ;H;0.4;0.6;1;0.000000112761
aug-cc-pVTZ;H;0.4;0.5;1;0.000000126504
aug-cc-pVTZ;H;0.4;0.4;1;0.000000131808
aug-cc-pVTZ;H;0.4;0.3;1;0.000000129222
aug-cc-pVTZ;H;0.4;0.2;1;0.000000120391
aug-cc-pVTZ;H;0.4;0.1;1;0.000000107385
aug-cc-pVTZ;H;0.4;0.0;1;0.000000092221
aug-cc-pVTZ;H;0.4;0.0;0;0.000000001872
aug-cc-pVTZ;H;0.4;-0.1;0;0.000000074288
aug-cc-pVTZ;H;0.4;-0.2;0;0.000000405341
aug-cc-pVTZ;H;0.4;-0.3;0;0.000001167394
aug-cc-pVTZ;H;0.4;-0.4;0;0.000002479114
aug-cc-pVTZ;H;0.4;-0.5;0;0.000004357305
aug-cc-pVTZ;H;0.4;-0.6;0;0.000006698999
aug-cc-pVTZ;H;0.4;-0.7;0;0.000009297040
aug-cc-pVTZ;H;0.4;-0.8;0;0.000011881760
aug-cc-pVTZ;H;0.4;-0.9;0;0.000014174878
aug-cc-pVTZ;H;0.4;-1.0;0;0.000015940618
aug-cc-pVTZ;H;0.4;-1.1;0;0.000017022416
aug-cc-pVTZ;H;0.4;-1.2;0;0.000017359411
aug-cc-pVTZ;H;0.4;-1.3;0;0.000016982923
aug-cc-pVTZ;H;0.4;-1.4;0;0.000015997650
aug-cc-pVTZ;H;0.4;-1.5;0;0.000014554534
aug-cc-pVTZ;H;0.5;1.0;1;0.000000118940
aug-cc-pVTZ;H;0.5;0.9;1;0.000000098455
aug-cc-pVTZ;H;0.5;0.8;1;0.000000083218
aug-cc-pVTZ;H;0.5;0.7;1;0.000000071448
aug-cc-pVTZ;H;0.5;0.6;1;0.000000061807
aug-cc-pVTZ;H;0.5;0.5;1;0.000000053420
aug-cc-pVTZ;H;0.5;0.4;1;0.000000045801
aug-cc-pVTZ;H;0.5;0.3;1;0.000000038752
aug-cc-pVTZ;H;0.5;0.2;1;0.000000032244
aug-cc-pVTZ;H;0.5;0.1;1;0.000000026331
aug-cc-pVTZ;H;0.5;0.0;1;0.000000021083
aug-cc-pVTZ;H;0.5;0.0;0;0.000000005121
aug-cc-pVTZ;H;0.5;-0.1;0;0.000000018282
aug-cc-pVTZ;H;0.5;-0.2;0;0.000000079988
aug-cc-pVTZ;H;0.5;-0.3;0;0.000000224357
aug-cc-pVTZ;H;0.5;-0.4;0;0.000000474777
aug-cc-pVTZ;H;0.5;-0.5;0;0.000000834389
aug-cc-pVTZ;H;0.5;-0.6;0;0.000001282788
aug-cc-pVTZ;H;0.5;-0.7;0;0.000001779333
aug-cc-pVTZ;H;0.5;-0.8;0;0.000002271498
aug-cc-pVTZ;H;0.5;-0.9;0;0.000002705475
aug-cc-pVTZ;H;0.5;-1.0;0;0.000003036109
aug-cc-pVTZ;H;0.5;-1.1;0;0.000003233940
aug-cc-pVTZ;H;0.5;-1.2;0;0.000003288242
aug-cc-pVTZ;H;0.5;-1.3;0;0.000003206144
aug-cc-pVTZ;H;0.5;-1.4;0;0.000003008808
aug-cc-pVTZ;H;0.5;-1.5;0;0.000002726037
aug-cc-pVTZ;H;0.6;1.0;1;0.000000115806
aug-cc-pVTZ;H;0.6;0.9;1;0.000000098754
aug-cc-pVTZ;H;0.6;0.8;1;0.000000088321
aug-cc-pVTZ;H;0.6;0.7;1;0.000000081322
aug-cc-pVTZ;H;0.6;0.6;1;0.000000075536
aug-cc-pVTZ;H;0.6;0.5;1;0.000000069667
aug-cc-pVTZ;H;0.6;0.4;1;0.000000063165
aug-cc-pVTZ;H;0.6;0.3;1;0.000000055995
aug-cc-pVTZ;H;0.6;0.2;1;0.000000048420
aug-cc-pVTZ;H;0.6;0.1;1;0.000000040816
aug-cc-pVTZ;H;0.6;0.0;1;0.000000033552
aug-cc-pVTZ;H;0.6;0.0;0;0.000000005885
aug-cc-pVTZ;H;0.6;-0.1;0;0.000000019769
aug-cc-pVTZ;H;0.6;-0.2;0;0.000000075820
aug-cc-pVTZ;H;0.6;-0.3;0;0.000000199176
aug-cc-pVTZ;H;0.6;-0.4;0;0.000000406154
aug-cc-pVTZ;H;0.6;-0.5;0;0.000000697551
aug-cc-pVTZ;H;0.6;-0.6;0;0.000001056442
aug-cc-pVTZ;H;0.6;-0.7;0;0.000001450852
aug-cc-pVTZ;H;0.6;-0.8;0;0.000001840125
aug-cc-pVTZ;H;0.6;-0.9;0;0.000002182925
aug-cc-pVTZ;H;0.6;-1.0;0;0.000002444686
aug-cc-pVTZ;H;0.6;-1.1;0;0.000002602840
aug-cc-pVTZ;H;0.6;-1.2;0;0.000002649058
aug-cc-pVTZ;H;0.6;-1.3;0;0.000002588580
aug-cc-pVTZ;H;0.6;-1.4;0;0.000002437351
aug-cc-pVTZ;H;0.6;-1.5;0;0.000002218003
aug-cc-pVTZ;H;0.7;1.0;1;0.000000084394
aug-cc-pVTZ;H;0.7;0.9;1;0.000000105894
aug-cc-pVTZ;H;0.7;0.8;1;0.000000168874
aug-cc-pVTZ;H;0.7;0.7;1;0.000000240447
aug-cc-pVTZ;H;0.7;0.6;1;0.000000299855
aug-cc-pVTZ;H;0.7;0.5;1;0.000000336881
aug-cc-pVTZ;H;0.7;0.4;1;0.000000349222
aug-cc-pVTZ;H;0.7;0.3;1;0.000000339659
aug-cc-pVTZ;H;0.7;0.2;1;0.000000313572
aug-cc-pVTZ;H;0.7;0.1;1;0.000000277057
aug-cc-pVTZ;H;0.7;0.0;1;0.000000235705
aug-cc-pVTZ;H;0.7;0.0;0;0.000000005310
aug-cc-pVTZ;H;0.7;-0.1;0;0.000000099185
aug-cc-pVTZ;H;0.7;-0.2;0;0.000000462710
aug-cc-pVTZ;H;0.7;-0.3;0;0.000001220173
aug-cc-pVTZ;H;0.7;-0.4;0;0.000002438089
aug-cc-pVTZ;H;0.7;-0.5;0;0.000004096581
aug-cc-pVTZ;H;0.7;-0.6;0;0.000006084607
aug-cc-pVTZ;H;0.7;-0.7;0;0.000008219144
aug-cc-pVTZ;H;0.7;-0.8;0;0.000010281086
aug-cc-pVTZ;H;0.7;-0.9;0;0.000012056869
aug-cc-pVTZ;H;0.7;-1.0;0;0.000013375054
aug-cc-pVTZ;H;0.7;-1.1;0;0.000014130326
aug-cc-pVTZ;H;0.7;-1.2;0;0.000014291911
aug-cc-pVTZ;H;0.7;-1.3;0;0.000013897645
aug-cc-pVTZ;H;0.7;-1.4;0;0.000013037802
aug-cc-pVTZ;H;0.7;-1.5;0;0.000011833964
aug-cc-pVTZ;H;0.8;1.0;1;0.000000032007
aug-cc-pVTZ;H;0.8;0.9;1;0.000000101709
aug-cc-pVTZ;H;0.8;0.8;1;0.000000260946
aug-cc-pVTZ;H;0.8;0.7;1;0.000000435916
aug-cc-pVTZ;H;0.8;0.6;1;0.000000580727
aug-cc-pVTZ;H;0.8;0.5;1;0.000000673406
aug-cc-pVTZ;H;0.8;0.4;1;0.000000709658
aug-cc-pVTZ;H;0.8;0.3;1;0.000000696338
aug-cc-pVTZ;H;0.8;0.2;1;0.000000645816
aug-cc-pVTZ;H;0.8;0.1;1;0.000000571809
aug-cc-pVTZ;H;0.8;0.0;1;0.000000486736
aug-cc-pVTZ;H;0.8;0.0;0;0.000000003922
aug-cc-pVTZ;H;0.8;-0.1;0;0.000000204846
aug-cc-pVTZ;H;0.8;-0.2;0;0.000000990403
aug-cc-pVTZ;H;0.8;-0.3;0;0.000002611982
aug-cc-pVTZ;H;0.8;-0.4;0;0.000005193799
aug-cc-pVTZ;H;0.8;-0.5;0;0.000008678096
aug-cc-pVTZ;H;0.8;-0.6;0;0.000012820291
aug-cc-pVTZ;H;0.8;-0.7;0;0.000017232585
aug-cc-pVTZ;H;0.8;-0.8;0;0.000021460056
aug-cc-pVTZ;H;0.8;-0.9;0;0.000025066361
aug-cc-pVTZ;H;0.8;-1.0;0;0.000027707323
aug-cc-pVTZ;H;0.8;-1.1;0;0.000029177694
aug-cc-pVTZ;H;0.8;-1.2;0;0.000029425791
aug-cc-pVTZ;H;0.8;-1.3;0;0.000028539170
aug-cc-pVTZ;H;0.8;-1.4;0;0.000026710137
aug-cc-pVTZ;H;0.8;-1.5;0;0.000024191948
aug-cc-pVTZ;H;0.9;1.0;1;0.000000009201
aug-cc-pVTZ;H;0.9;0.9;1;0.000000067734
aug-cc-pVTZ;H;0.9;0.8;1;0.000000192932
aug-cc-pVTZ;H;0.9;0.7;1;0.000000328793
aug-cc-pVTZ;H;0.9;0.6;1;0.000000440602
aug-cc-pVTZ;H;0.9;0.5;1;0.000000511900
aug-cc-pVTZ;H;0.9;0.4;1;0.000000539698
aug-cc-pVTZ;H;0.9;0.3;1;0.000000529459
aug-cc-pVTZ;H;0.9;0.2;1;0.000000490791
aug-cc-pVTZ;H;0.9;0.1;1;0.000000434256
aug-cc-pVTZ;H;0.9;0.0;1;0.000000369371
aug-cc-pVTZ;H;0.9;0.0;0;0.000000002729
aug-cc-pVTZ;H;0.9;-0.1;0;0.000000170869
aug-cc-pVTZ;H;0.9;-0.2;0;0.000000838306
aug-cc-pVTZ;H;0.9;-0.3;0;0.000002223023
aug-cc-pVTZ;H;0.9;-0.4;0;0.000004434685
aug-cc-pVTZ;H;0.9;-0.5;0;0.000007426341
aug-cc-pVTZ;H;0.9;-0.6;0;0.000010989312
aug-cc-pVTZ;H;0.9;-0.7;0;0.000014790246
aug-cc-pVTZ;H;0.9;-0.8;0;0.000018436638
aug-cc-pVTZ;H;0.9;-0.9;0;0.000021551014
aug-cc-pVTZ;H;0.9;-1.0;0;0.000023834878
aug-cc-pVTZ;H;0.9;-1.1;0;0.000025109565
aug-cc-pVTZ;H;0.9;-1.2;0;0.000025329247
aug-cc-pVTZ;H;0.9;-1.3;0;0.000024568773
aug-cc-pVTZ;H;0.9;-1.4;0;0.000022993917
aug-cc-pVTZ;H;0.9;-1.5;0;0.000020823461
aug-cc-pVTZ;H;1.0;1.0;1;0.000000010610
aug-cc-pVTZ;H;1.0;0.9;1;0.000000042768
aug-cc-pVTZ;H;1.0;0.8;1;0.000000106687
aug-cc-pVTZ;H;1.0;0.7;1;0.000000174843
aug-cc-pVTZ;H;1.0;0.6;1;0.000000230283
aug-cc-pVTZ;H;1.0;0.5;1;0.000000265081
aug-cc-pVTZ;H;1.0;0.4;1;0.000000277956
aug-cc-pVTZ;H;1.0;0.3;1;0.000000271773
aug-cc-pVTZ;H;1.0;0.2;1;0.000000251411
aug-cc-pVTZ;H;1.0;0.1;1;0.000000222190
aug-cc-pVTZ;H;1.0;0.0;1;0.000000188884
aug-cc-pVTZ;H;1.0;0.0;0;0.000000002452
aug-cc-pVTZ;H;1.0;-0.1;0;0.000000101336
aug-cc-pVTZ;H;1.0;-0.2;0;0.000000497557
aug-cc-pVTZ;H;1.0;-0.3;0;0.000001327330
aug-cc-pVTZ;H;1.0;-0.4;0;0.000002663282
aug-cc-pVTZ;H;1.0;-0.5;0;0.000004482847
aug-cc-pVTZ;H;1.0;-0.6;0;0.000006663096
aug-cc-pVTZ;H;1.0;-0.7;0;0.000009002049
aug-cc-pVTZ;H;1.0;-0.8;0;0.000011258393
aug-cc-pVTZ;H;1.0;-0.9;0;0.000013197433
aug-cc-pVTZ;H;1.0;-1.0;0;0.000014631361
aug-cc-pVTZ;H;1.0;-1.1;0;0.000015445577
aug-cc-pVTZ;H;1.0;-1.2;0;0.000015607733
aug-cc-pVTZ;H;1.0;-1.3;0;0.000015160958
aug-cc-pVTZ;H;1.0;-1.4;0;0.000014205817
aug-cc-pVTZ;H;1.0;-1.5;0;0.000012876875
aug-cc-pVTZ;H;1.1;1.0;1;0.000000009149
aug-cc-pVTZ;H;1.1;0.9;1;0.000000028027
aug-cc-pVTZ;H;1.1;0.8;1;0.000000064207
aug-cc-pVTZ;H;1.1;0.7;1;0.000000102438
aug-cc-pVTZ;H;1.1;0.6;1;0.000000133346
aug-cc-pVTZ;H;1.1;0.5;1;0.000000152575
aug-cc-pVTZ;H;1.1;0.4;1;0.000000159458
aug-cc-pVTZ;H;1.1;0.3;1;0.000000155631
aug-cc-pVTZ;H;1.1;0.2;1;0.000000143844
aug-cc-pVTZ;H;1.1;0.1;1;0.000000127091
aug-cc-pVTZ;H;1.1;0.0;1;0.000000108058
aug-cc-pVTZ;H;1.1;0.0;0;0.000000001925
aug-cc-pVTZ;H;1.1;-0.1;0;0.000000064736
aug-cc-pVTZ;H;1.1;-0.2;0;0.000000315977
aug-cc-pVTZ;H;1.1;-0.3;0;0.000000843330
aug-cc-pVTZ;H;1.1;-0.4;0;0.000001694497
aug-cc-pVTZ;H;1.1;-0.5;0;0.000002856469
aug-cc-pVTZ;H;1.1;-0.6;0;0.000004251709
aug-cc-pVTZ;H;1.1;-0.7;0;0.000005751438
aug-cc-pVTZ;H;1.1;-0.8;0;0.000007200941
aug-cc-pVTZ;H;1.1;-0.9;0;0.000008449112
aug-cc-pVTZ;H;1.1;-1.0;0;0.000009374513
aug-cc-pVTZ;H;1.1;-1.1;0;0.000009902555
aug-cc-pVTZ;H;1.1;-1.2;0;0.000010011567
aug-cc-pVTZ;H;1.1;-1.3;0;0.000009728615
aug-cc-pVTZ;H;1.1;-1.4;0;0.000009117981
aug-cc-pVTZ;H;1.1;-1.5;0;0.000008266084
aug-cc-pVTZ;H;1.2;1.0;1;0.000000005350
aug-cc-pVTZ;H;1.2;0.9;1;0.000000018047
aug-cc-pVTZ;H;1.2;0.8;1;0.000000042573
aug-cc-pVTZ;H;1.2;0.7;1;0.000000068689
aug-cc-pVTZ;H;1.2;0.6;1;0.000000089997
aug-cc-pVTZ;H;1.2;0.5;1;0.000000103450
aug-cc-pVTZ;H;1.2;0.4;1;0.000000108507
aug-cc-pVTZ;H;1.2;0.3;1;0.000000106216
aug-cc-pVTZ;H;1.2;0.2;1;0.000000098418
aug-cc-pVTZ;H;1.2;0.1;1;0.000000087143
aug-cc-pVTZ;H;1.2;0.0;1;0.000000074230
aug-cc-pVTZ;H;1.2;0.0;0;0.000000001210
aug-cc-pVTZ;H;1.2;-0.1;0;0.000000046481
aug-cc-pVTZ;H;1.2;-0.2;0;0.000000226138
aug-cc-pVTZ;H;1.2;-0.3;0;0.000000600507
aug-cc-pVTZ;H;1.2;-0.4;0;0.000001201146
aug-cc-pVTZ;H;1.2;-0.5;0;0.000002016940
aug-cc-pVTZ;H;1.2;-0.6;0;0.000002992060
aug-cc-pVTZ;H;1.2;-0.7;0;0.000004035688
aug-cc-pVTZ;H;1.2;-0.8;0;0.000005039869
aug-cc-pVTZ;H;1.2;-0.9;0;0.000005900032
aug-cc-pVTZ;H;1.2;-1.0;0;0.000006532903
aug-cc-pVTZ;H;1.2;-1.1;0;0.000006888122
aug-cc-pVTZ;H;1.2;-1.2;0;0.000006952138
