H-X.0.1.wfn 1.0 1 Final result: 0.000000129880
H-X.0.1.wfn 0.9 1 Final result: 0.000000113597
H-X.0.1.wfn 0.8 1 Final result: 0.000000103386
H-X.0.1.wfn 0.7 1 Final result: 0.000000095956
H-X.0.1.wfn 0.6 1 Final result: 0.000000089147
H-X.0.1.wfn 0.5 1 Final result: 0.000000081819
H-X.0.1.wfn 0.4 1 Final result: 0.000000073610
H-X.0.1.wfn 0.3 1 Final result: 0.000000064664
H-X.0.1.wfn 0.2 1 Final result: 0.000000055383
H-X.0.1.wfn 0.1 1 Final result: 0.000000046242
H-X.0.1.wfn 0.0 1 Final result: 0.000000037661
H-X.0.1.wfn 0.0 0 Final result: 0.000000003325
H-X.0.1.wfn -0.1 0 Final result: 0.000000031851
H-X.0.1.wfn -0.2 0 Final result: 0.000000148162
H-X.0.1.wfn -0.3 0 Final result: 0.000000386063
H-X.0.1.wfn -0.4 0 Final result: 0.000000759473
H-X.0.1.wfn -0.5 0 Final result: 0.000001256012
H-X.0.1.wfn -0.6 0 Final result: 0.000001837732
H-X.0.1.wfn -0.7 0 Final result: 0.000002448306
H-X.0.1.wfn -0.8 0 Final result: 0.000003024150
H-X.0.1.wfn -0.9 0 Final result: 0.000003506235
H-X.0.1.wfn -1.0 0 Final result: 0.000003849721
H-X.0.1.wfn -1.1 0 Final result: 0.000004029627
H-X.0.1.wfn -1.2 0 Final result: 0.000004042058
H-X.0.1.wfn -1.3 0 Final result: 0.000003901632
H-X.0.1.wfn -1.4 0 Final result: 0.000003636399
H-X.0.1.wfn -1.5 0 Final result: 0.000003281770
H-X.0.2.wfn 1.0 1 Final result: 0.000000041261
H-X.0.2.wfn 0.9 1 Final result: 0.000000038719
H-X.0.2.wfn 0.8 1 Final result: 0.000000041886
H-X.0.2.wfn 0.7 1 Final result: 0.000000046925
H-X.0.2.wfn 0.6 1 Final result: 0.000000051249
H-X.0.2.wfn 0.5 1 Final result: 0.000000053457
H-X.0.2.wfn 0.4 1 Final result: 0.000000053093
H-X.0.2.wfn 0.3 1 Final result: 0.000000050353
H-X.0.2.wfn 0.2 1 Final result: 0.000000045796
H-X.0.2.wfn 0.1 1 Final result: 0.000000040112
H-X.0.2.wfn 0.0 1 Final result: 0.000000033961
H-X.0.2.wfn 0.0 0 Final result: 0.000000001944
H-X.0.2.wfn -0.1 0 Final result: 0.000000029661
H-X.0.2.wfn -0.2 0 Final result: 0.000000143658
H-X.0.2.wfn -0.3 0 Final result: 0.000000382562
H-X.0.2.wfn -0.4 0 Final result: 0.000000765972
H-X.0.2.wfn -0.5 0 Final result: 0.000001285966
H-X.0.2.wfn -0.6 0 Final result: 0.000001906228
H-X.0.2.wfn -0.7 0 Final result: 0.000002568578
H-X.0.2.wfn -0.8 0 Final result: 0.000003204481
H-X.0.2.wfn -0.9 0 Final result: 0.000003748040
H-X.0.2.wfn -1.0 0 Final result: 0.000004147172
H-X.0.2.wfn -1.1 0 Final result: 0.000004370714
H-X.0.2.wfn -1.2 0 Final result: 0.000004410658
H-X.0.2.wfn -1.3 0 Final result: 0.000004280003
H-X.0.2.wfn -1.4 0 Final result: 0.000004007549
H-X.0.2.wfn -1.5 0 Final result: 0.000003631296
H-X.0.3.wfn 1.0 1 Final result: 0.000000002454
H-X.0.3.wfn 0.9 1 Final result: 0.000000008307
H-X.0.3.wfn 0.8 1 Final result: 0.000000020016
H-X.0.3.wfn 0.7 1 Final result: 0.000000032870
H-X.0.3.wfn 0.6 1 Final result: 0.000000043744
H-X.0.3.wfn 0.5 1 Final result: 0.000000051001
H-X.0.3.wfn 0.4 1 Final result: 0.000000054195
H-X.0.3.wfn 0.3 1 Final result: 0.000000053691
H-X.0.3.wfn 0.2 1 Final result: 0.000000050300
H-X.0.3.wfn 0.1 1 Final result: 0.000000044990
H-X.0.3.wfn 0.0 1 Final result: 0.000000038680
H-X.0.3.wfn 0.0 0 Final result: 0.000000000446
H-X.0.3.wfn -0.1 0 Final result: 0.000000016019
H-X.0.3.wfn -0.2 0 Final result: 0.000000086250
H-X.0.3.wfn -0.3 0 Final result: 0.000000244763
H-X.0.3.wfn -0.4 0 Final result: 0.000000514038
H-X.0.3.wfn -0.5 0 Final result: 0.000000896333
H-X.0.3.wfn -0.6 0 Final result: 0.000001370397
H-X.0.3.wfn -0.7 0 Final result: 0.000001894667
H-X.0.3.wfn -0.8 0 Final result: 0.000002415511
H-X.0.3.wfn -0.9 0 Final result: 0.000002877797
H-X.0.3.wfn -1.0 0 Final result: 0.000003234873
H-X.0.3.wfn -1.1 0 Final result: 0.000003455698
H-X.0.3.wfn -1.2 0 Final result: 0.000003528038
H-X.0.3.wfn -1.3 0 Final result: 0.000003457764
H-X.0.3.wfn -1.4 0 Final result: 0.000003265204
H-X.0.3.wfn -1.5 0 Final result: 0.000002979883
H-X.0.4.wfn 1.0 1 Final result: 0.000000043791
H-X.0.4.wfn 0.9 1 Final result: 0.000000048450
H-X.0.4.wfn 0.8 1 Final result: 0.000000068049
H-X.0.4.wfn 0.7 1 Final result: 0.000000091926
H-X.0.4.wfn 0.6 1 Final result: 0.000000112761
H-X.0.4.wfn 0.5 1 Final result: 0.000000126504
H-X.0.4.wfn 0.4 1 Final result: 0.000000131808
H-X.0.4.wfn 0.3 1 Final result: 0.000000129222
H-X.0.4.wfn 0.2 1 Final result: 0.000000120391
H-X.0.4.wfn 0.1 1 Final result: 0.000000107385
H-X.0.4.wfn 0.0 1 Final result: 0.000000092221
H-X.0.4.wfn 0.0 0 Final result: 0.000000001872
H-X.0.4.wfn -0.1 0 Final result: 0.000000074288
H-X.0.4.wfn -0.2 0 Final result: 0.000000405341
H-X.0.4.wfn -0.3 0 Final result: 0.000001167394
H-X.0.4.wfn -0.4 0 Final result: 0.000002479114
H-X.0.4.wfn -0.5 0 Final result: 0.000004357305
H-X.0.4.wfn -0.6 0 Final result: 0.000006698999
H-X.0.4.wfn -0.7 0 Final result: 0.000009297040
H-X.0.4.wfn -0.8 0 Final result: 0.000011881760
H-X.0.4.wfn -0.9 0 Final result: 0.000014174878
H-X.0.4.wfn -1.0 0 Final result: 0.000015940618
H-X.0.4.wfn -1.1 0 Final result: 0.000017022416
H-X.0.4.wfn -1.2 0 Final result: 0.000017359411
H-X.0.4.wfn -1.3 0 Final result: 0.000016982923
H-X.0.4.wfn -1.4 0 Final result: 0.000015997650
